Input.image_url,Answer.category.label
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1230296.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1435738.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/577344.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/567103.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1335673.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1534694.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1380285.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/301095.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/779857.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/715975.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/23479.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1046698.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/774440.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/500598.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1385373.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/42327.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1264178.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/807724.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1110495.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1462544.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1315982.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/814246.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1367090.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1475903.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/901728.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/52754.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1434104.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/97404.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/181705.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/229073.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/188688.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/25279.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/225690.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/235615.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/205392.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/228639.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/114738.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/554310.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/304576.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/702817.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/409218.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/929475.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/704456.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/159260.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/497064.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/535208.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1074062.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/249897.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1158695.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/631952.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/894686.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/634512.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1294639.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/665758.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/664815.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/910351.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1466268.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/772332.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1039846.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1242683.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/833020.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/281809.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1294974.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/850361.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1517136.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1378256.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/946766.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1209492.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/165655.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1448434.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/312613.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1014671.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/461893.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1464112.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/492428.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/60350.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1337110.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/360690.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1200885.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/97238.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/737376.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1470709.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1236137.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/586755.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/769814.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/205549.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1507752.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/464254.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/111435.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/682825.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1249932.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/470611.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/773143.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/243142.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1496119.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/571723.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/921348.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/814282.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/288445.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/283187.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/643048.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/311683.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/879526.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/327497.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/930700.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/703090.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/507503.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/783730.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/689587.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1096737.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/744057.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1154060.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1110970.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/810523.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1003212.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1203635.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/962684.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1154856.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1021349.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1420829.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1269167.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1255065.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1031707.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1539332.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1400422.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1269435.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1201502.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1525811.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1320521.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/200462.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/119138.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1355417.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1399357.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/930979.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/377563.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1365200.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/22906.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1025037.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1448383.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1373936.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/150580.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/340780.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/395274.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/177544.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1497234.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/452295.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/208183.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1467778.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/470700.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/129388.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/9764.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/524169.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/617279.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/537490.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/182068.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/11244.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/479081.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/659259.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/678426.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/206002.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/868721.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/314417.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/846333.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/879454.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/334805.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/890628.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/620730.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/911138.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/517808.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/370126.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/980909.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/839127.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/632142.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/552977.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/921425.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1479075.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1354980.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/596206.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/969697.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1489834.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/707998.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/634323.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/84573.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1127231.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/922404.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1430541.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/717867.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1046878.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/160679.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/37079.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1190966.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/767474.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1305646.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1311137.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/70708.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/233710.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1185471.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/221261.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1445561.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1309340.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1387499.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1470140.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/260034.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1510981.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/365494.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/351971.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/191719.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1524063.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/16163.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/207294.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/464502.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/95740.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/232851.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/585322.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/362732.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/665042.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/366684.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/185758.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/552639.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/707759.png,No
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/679525.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/658853.png,Yes
https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/467923.png,Yes
